ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HH,TIPO_DE_CALLE,Calle,Dirección Normalizada,COMUNA,pos x,pos y,VICTIMA,ACUSADO,COMUNA_NOMBRE,COMUNA_POB,DIA_SEMANA_NUM,DIA_SEMANA_STR
2019-0086,1,2019-10-15,2019,10,15,14.0,AVENIDA,CORRIENTES AV.,CORRIENTES AV. 6700,15.0,-58.45283186,-34.5884156,MOTO,PASAJEROS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,1,Martes
2019-0087,1,2019-10-21,2019,10,21,21.0,AVENIDA,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV. y MENDOZA,12.0,-58.47973681,-34.57418656,MOTO,MOTO,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,0,Lunes
2019-0088,1,2019-10-22,2019,10,22,20.0,AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4.0,-58.40623949,-34.65076549,PEATON,PASAJEROS,"Barracas, La Boca",230945.0,1,Martes
2019-0089,1,2019-10-23,2019,10,23,15.0,AVENIDA,"BROWN, ALTE. AV.","BROWN, ALTE. AV. y BLANES, JUAN MANUEL",4.0,-58.36244648,-34.63107887,PEATON,CARGAS,"Barracas, La Boca",230945.0,2,Miércoles
2019-0090,1,2019-10-24,2019,10,24,18.0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. 5455",9.0,-58.49962423,-34.64868027,PEATON,MOTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,3,Jueves
2019-0091,1,2019-11-01,2019,11,1,20.0,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y CAMARGO",15.0,-58.44551437,-34.59559816,PEATON,PASAJEROS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,4,Viernes
2019-0092,1,2019-11-03,2019,11,3,10.0,CALLE,"BRIN, MINISTRO","BRIN, MINISTRO y SUAREZ",4.0,-58.35608181,-34.63420319,PEATON,PASAJEROS,"Barracas, La Boca",230945.0,6,Domingo
2019-0093,1,2019-11-13,2019,11,13,11.0,AVENIDA,NIZA,"NIZA y JUSTO, JUAN B. AV.",11.0,-58.46483679,-34.60907662,BICICLETA,OTRO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,2,Miércoles
2019-0094,1,2019-11-18,2019,11,18,14.0,CALLE,CAMARGO,CAMARGO y SERRANO,15.0,-58.44368628,-34.59724326,MOTO,OTRO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,0,Lunes
2019-0095,1,2019-11-20,2019,11,20,15.0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1.0,-58.37864583,-34.62907067,MOTO,CARGAS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,2,Miércoles
2019-0096,1,2019-11-22,2019,11,22,19.0,AVENIDA,CASEROS AV.,CASEROS AV. y PIEDRAS,1.0,-58.37560352,-34.62726382,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,4,Viernes
2019-0097,1,2019-11-25,2019,11,25,8.0,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO KM. 5.6,9.0,-58.47721439,-34.64815069,MOTO,MULTIPLE,"Liniers, Mataderos, Parque Avellaneda",169538.0,0,Lunes
2019-0098,1,2019-11-25,2019,11,25,14.0,AVENIDA,GUZMAN,GUZMAN 365,15.0,-58.45134029,-34.58984288,PASAJEROS,PASAJEROS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,0,Lunes
2019-0100,1,2019-12-05,2019,12,5,17.0,AVENIDA,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV. 4300,12.0,-58.49040794,-34.58368803,MOTO,AUTO,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,3,Jueves
2019-0101,1,2019-12-17,2019,12,17,4.0,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. y TILCARA AV.",4.0,-58.42102679,-34.64991178,MOTO,MOTO,"Barracas, La Boca",230945.0,1,Martes
2019-0102,1,2019-12-17,2019,12,17,14.0,CALLE,IBARROLA,"IBARROLA y GORDILLO, TIMOTEO",9.0,-58.52219407,-34.64143926,MOTO,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,1,Martes
2019-0103,1,2019-12-18,2019,12,18,,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GRIVEO",11.0,-58.52169422,-34.5947164,MOTO,MOTO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,2,Miércoles
2019-0104,1,2019-12-21,2019,12,21,4.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y PERGAMINO,10.0,-58.47460416,-34.63206174,MOTO,AUTO,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,5,Sábado
2019-0105,1,2019-05-05,2019,5,5,11.0,AVENIDA,SANTO TOME,SANTO TOME y SEGUROLA AV.,10.0,-58.50512382,-34.61520391,PEATON,AUTO,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,6,Domingo
2020-0001,1,2020-01-04,2020,1,4,10.0,CALLE,URIARTE,URIARTE y LOYOLA,15.0,-58.43910409,-34.59213355,PEATON,AUTO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,5,Sábado
2020-0002,1,2020-01-05,2020,1,5,20.0,AVENIDA,SARAZA,SARAZA y VARELA AV.,7.0,-58.45019436,-34.64646409,MOTO,OBJETO FIJO,"Flores, Parque Chacabuco",216832.0,6,Domingo
2020-0003,1,2020-01-11,2020,1,11,6.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y COMBATE DE LOS POZOS,3.0,-58.39337644,-34.60927582,PEATON,AUTO,"San Cristóbal, Balvanera",236294.0,5,Sábado
2020-0004,1,2020-01-14,2020,1,14,21.0,AVENIDA,RODRIGUEZ PE?A,RODRIGUEZ PEÃ‘A y RIVADAVIA AV.,1.0,-58.39055614,-34.60919284,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2020-0005,1,2020-01-14,2020,1,14,6.0,AVENIDA,24 DE NOVIEMBRE,24 DE NOVIEMBRE y SAN JUAN AV.,3.0,-58.41036975,-34.62477021,MOTO,PASAJEROS,"San Cristóbal, Balvanera",236294.0,1,Martes
2020-0006,1,2020-01-20,2020,1,20,12.0,AVENIDA,LAFUENTE AV.,LAFUENTE AV. 2250,8.0,-58.44925765,-34.65412546,MOTO,CARGAS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,0,Lunes
2020-0007,1,2020-01-27,2020,1,27,0.0,CALLE,CHILE,CHILE y LIMA,1.0,-58.3815685,-34.61648696,PEATON,MOTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,0,Lunes
2020-0008,1,2020-01-30,2020,1,30,7.0,AVENIDA,CORDOBA AV.,"CORDOBA AV. y JAURES, JEAN",2.0,-58.40662899,-34.59804521,MOTO,CARGAS,Recoleta,158368.0,3,Jueves
2020-0009,1,2020-02-04,2020,2,4,14.0,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL","PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",5.0,-58.41985649,-34.6060085,PEATON,AUTO,"Almagro, Boedo",193859.0,1,Martes
2020-0010,1,2020-02-08,2020,2,8,5.0,AVENIDA,9 DE JULIO AV.,9 DE JULIO AV. y SAN JUAN AV.,1.0,-58.38099833,-34.62214953,MOTO,OBJETO FIJO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,5,Sábado
2020-0011,1,2020-02-12,2020,2,12,11.0,CALLE,COLOMBRES,COLOMBRES 466,5.0,-58.41803309,-34.61823178,MOTO,CARGAS,"Almagro, Boedo",193859.0,2,Miércoles
2020-0012,1,2020-02-18,2020,2,18,21.0,CALLE,MEXICO,MEXICO 2860,3.0,-58.40604003,-34.61783553,PEATON,MOTO,"San Cristóbal, Balvanera",236294.0,1,Martes
2020-0013,1,2020-02-20,2020,2,20,12.0,AVENIDA,COMBATIENTES DE MALVINAS AV.,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,15.0,-58.47549929,-34.57994061,PEATON,MOTO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,3,Jueves
2020-0014,1,2020-02-27,2020,2,27,2.0,CALLE,BERMUDEZ,BERMUDEZ y NOGOYA,11.0,-58.51398484,-34.61600366,MOTO,PASAJEROS,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,3,Jueves
2020-0015,1,2020-02-28,2020,2,28,14.0,AVENIDA,BRASIL AV.,BRASIL AV. y PASEO COLON AV.,1.0,-58.36797542,-34.62519403,MOTO,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,4,Viernes
2020-0016,1,2020-02-29,2020,2,29,13.0,AVENIDA,"ALEM, LEANDRO N. AV.","ALEM, LEANDRO N. AV. 770",1.0,-58.37133616,-34.59879316,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,5,Sábado
2020-0017,1,2020-03-05,2020,3,5,23.0,AVENIDA,BELGRANO AV.,BELGRANO AV. y RINCON,3.0,-58.39613805,-34.61413568,PEATON,AUTO,"San Cristóbal, Balvanera",236294.0,3,Jueves
2020-0018,1,2020-03-09,2020,3,9,14.0,AVENIDA,"UDAONDO, GUILLERMO AV.","UDAONDO, GUILLERMO AV. 901",13.0,-58.44903073,-34.54200276,MOTO,OBJETO FIJO,"Núñez, Belgrano, Colegiales",265199.0,0,Lunes
2020-0019,1,2020-03-10,2020,3,10,21.0,CALLE,CONSTITUCION,CONSTITUCION y CASTRO,5.0,-58.41972364,-34.6284667,PEATON,AUTO,"Almagro, Boedo",193859.0,1,Martes
2020-0020,1,2020-03-13,2020,3,13,17.0,AVENIDA,PUEYRREDON AV.,"PUEYRREDON AV. y GOMEZ, VALENTIN",3.0,-58.40571596,-34.60557123,PEATON,MOTO,"San Cristóbal, Balvanera",236294.0,4,Viernes
2020-0021,1,2020-03-14,2020,3,14,16.0,CALLE,"BRAVO, MARIO","BRAVO, MARIO 1279",2.0,-58.4145159,-34.59488319,PEATON,AUTO,Recoleta,158368.0,5,Sábado
2020-0022,1,2020-04-07,2020,4,7,6.0,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9.0,-58.47297505,-34.66245085,AUTO,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,1,Martes
2020-0023,1,2020-04-09,2020,4,9,18.0,AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.","ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",4.0,-58.35791192,-34.63695178,AUTO,CARGAS,"Barracas, La Boca",230945.0,3,Jueves
2020-0024,1,2020-04-24,2020,4,24,7.0,CALLE,MURGUIONDO,MURGUIONDO 1339,9.0,-58.50801713,-34.65177305,AUTO,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,4,Viernes
2020-0025,1,2020-05-12,2020,5,12,5.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 2551,3.0,-58.40258477,-34.60975108,PEATON,AUTO,"San Cristóbal, Balvanera",236294.0,1,Martes
2020-0026,1,2020-05-17,2020,5,17,6.0,AUTOPISTA,"LUGONES, LEOPOLDO AV.",,14.0,,,MOTO,OBJETO FIJO,Palermo,249016.0,6,Domingo
2020-0027,1,2020-05-18,2020,5,18,8.0,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.","DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",8.0,-58.48267426,-34.68454456,PEATON,CARGAS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,0,Lunes
2020-0028,1,2020-05-19,2020,5,19,10.0,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.","SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",15.0,-58.44248936,-34.60221948,PEATON,PASAJEROS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,1,Martes
2020-0029,1,2020-06-10,2020,6,10,14.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9.0,-58.52909134,-34.63886726,PEATON,PASAJEROS,"Liniers, Mataderos, Parque Avellaneda",169538.0,2,Miércoles
2020-0030,1,2020-06-16,2020,6,16,15.0,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. 1550,6.0,-58.45158942,-34.6064658,MOTO,MULTIPLE,Caballito,203784.0,1,Martes
2020-0031,1,2020-06-30,2020,6,30,8.0,AVENIDA,"GARZON, EUGENIO, GRAL. AV.","GARZON, EUGENIO, GRAL. AV. y LARRAYA",9.0,-58.49344309,-34.65788529,MOTO,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,1,Martes
2020-0032,1,2020-07-10,2020,7,10,23.0,AVENIDA,CORRIENTES AV.,CORRIENTES AV. y SERRANO,15.0,-58.44259166,-34.59635137,MOTO,AUTO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,4,Viernes
2020-0033,1,2020-07-19,2020,7,19,6.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13.0,-58.46743471,-34.53476874,AUTO,OBJETO FIJO,"Núñez, Belgrano, Colegiales",265199.0,6,Domingo
2020-0034,1,2020-08-02,2020,8,2,3.0,CALLE,"MITRE, BARTOLOME","MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",3.0,-58.41178158,-34.60922259,PEATON,AUTO,"San Cristóbal, Balvanera",236294.0,6,Domingo
2020-0035,1,2020-08-04,2020,8,4,5.0,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y PUMACAHUA,7.0,-58.45068621,-34.63638927,MOTO,PASAJEROS,"Flores, Parque Chacabuco",216832.0,1,Martes
2020-0036,1,2020-08-07,2020,8,7,18.0,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.","SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14.0,-58.42016954,-34.5877879,PEATON,MOTO,Palermo,249016.0,4,Viernes
2020-0037,1,2020-08-29,2020,8,29,4.0,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8.0,-58.43850413,-34.65554754,PEATON,AUTO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,5,Sábado
2020-0038,2,2020-08-30,2020,8,30,4.0,AVENIDA,LAS HERAS GENERAL AV.,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14.0,-58.40617526,-34.58345898,AUTO,AUTO,Palermo,249016.0,6,Domingo
2020-0039,1,2020-09-01,2020,9,1,19.0,CALLE,MURGUIONDO,MURGUIONDO,9.0,,,PEATON,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,1,Martes
2020-0040,1,2020-09-12,2020,9,12,3.0,AVENIDA,"CASTILLO, RAMON S., PRES. AV.","CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2.0,-58.38526125,-34.5780581,AUTO,OBJETO FIJO,Recoleta,158368.0,5,Sábado
2020-0041,1,2020-09-28,2020,9,28,1.0,AVENIDA,CURAPALIGUE,"CURAPALIGUE y PERON, EVA AV.",7.0,-58.4475047,-34.63491705,MOTO,PASAJEROS,"Flores, Parque Chacabuco",216832.0,0,Lunes
2020-0042,1,2020-09-29,2020,9,29,17.0,AVENIDA,"DIAZ, ANA","DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8.0,-58.46745752,-34.68192648,PEATON,PASAJEROS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,1,Martes
2020-0043,1,2020-09-30,2020,9,30,17.0,AVENIDA,"ALEM, LEANDRO N. AV.","ALEM, LEANDRO N. AV. y PARAGUAY",1.0,-58.37202621,-34.59717942,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,2,Miércoles
2020-0044,1,2020-10-05,2020,10,5,0.0,AVENIDA,LA PLATA AV.,LA PLATA AV. e INDEPENDENCIA AV.,6.0,-58.42779702,-34.62207347,AUTO,AUTO,Caballito,203784.0,0,Lunes
2020-0045,1,2020-10-19,2020,10,19,3.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8.0,-58.46244952,-34.70524971,AUTO,CARGAS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,0,Lunes
2020-0046,1,2020-10-27,2020,10,27,21.0,AVENIDA,NAZCA AV.,"NAZCA AV. y CARRANZA, ADOLFO P.",11.0,-58.4844016,-34.60776782,MOTO,MOTO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,1,Martes
2020-0047,1,2020-10-27,2020,10,27,14.0,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,9.0,-58.46668375,-34.65174801,PEATON,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,1,Martes
2020-0048,1,2020-10-29,2020,10,29,20.0,AVENIDA,DORREGO AV.,DORREGO AV. 614,15.0,-58.4495878,-34.59322448,MOTO,OBJETO FIJO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,3,Jueves
2020-0049,1,2020-10-30,2020,10,30,20.0,AVENIDA,DEL LIBERTADOR AV.,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1.0,-58.37533517,-34.59276462,PEATON,AUTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,4,Viernes
2020-0050,1,2020-11-01,2020,11,1,22.0,AVENIDA,SANTA FE AV.,SANTA FE AV. y GODOY CRUZ,14.0,-58.42525456,-34.57866344,PEATON,MOTO,Palermo,249016.0,6,Domingo
2020-0051,1,2020-11-05,2020,11,5,0.0,AVENIDA,AVELLANEDA AV.,AVELLANEDA AV. y MERCEDES,10.0,-58.48493828,-34.62981124,MOTO,AUTO,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,3,Jueves
2020-0052,1,2020-11-07,2020,11,7,6.0,AVENIDA,TUCUMAN,TUCUMAN y PUEYRREDON AV.,3.0,-58.40480504,-34.60183884,BICICLETA,CARGAS,"San Cristóbal, Balvanera",236294.0,5,Sábado
2020-0053,1,2020-11-09,2020,11,9,3.0,AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4.0,-58.41125934,-34.6541774,AUTO,AUTO,"Barracas, La Boca",230945.0,0,Lunes
2020-0054,1,2020-11-19,2020,11,19,9.0,CALLE,INCLAN,INCLAN y ALBERTI,4.0,-58.39956546,-34.6297708,BICICLETA,AUTO,"Barracas, La Boca",230945.0,3,Jueves
2020-0055,1,2020-11-19,2020,11,19,12.0,AVENIDA,OLAZABAL AV.,OLAZABAL AV. 5437,12.0,-58.49005682,-34.5786897,PEATON,CARGAS,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,3,Jueves
2020-0056,1,2020-11-21,2020,11,21,13.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y ROCA, CNEL. AV.",8.0,-58.47064556,-34.69843756,MOTO,CARGAS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,5,Sábado
2020-0057,1,2020-11-23,2020,11,23,7.0,AVENIDA,NAZCA AV.,"NAZCA AV. y VIALE, LUIS",11.0,-58.4750156,-34.61945902,PEATON,AUTO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,0,Lunes
2020-0058,1,2020-11-24,2020,11,24,16.0,AVENIDA,OLIVERA AV.,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10.0,-58.48727942,-34.63652467,PEATON,AUTO,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,1,Martes
2020-0059,1,2020-12-01,2020,12,1,6.0,CALLE,BRASIL,BRASIL 1100,1.0,-58.3795169,-34.62794241,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2020-0060,1,2020-12-03,2020,12,3,20.0,AVENIDA,HOMERO,"HOMERO y PERON, EVA AV.",9.0,-58.47750832,-34.65672199,PEATON,MOTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,3,Jueves
2020-0061,1,2020-12-03,2020,12,3,14.0,AUTOPISTA,"CANTILO, INT.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",13.0,-58.44927253,-34.54048625,MOTO,CARGAS,"Núñez, Belgrano, Colegiales",265199.0,3,Jueves
2020-0062,1,2020-12-04,2020,12,4,17.0,CALLE,MORENO,MORENO 1845,3.0,-58.39246272,-34.61253541,BICICLETA,PASAJEROS,"San Cristóbal, Balvanera",236294.0,4,Viernes
2020-0063,2,2020-12-05,2020,12,5,7.0,CALLE,NUEVA YORK,NUEVA YORK y ALTA GRACIA,11.0,-58.52783814,-34.61047001,PEATON_MOTO,MOTO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,5,Sábado
2020-0065,1,2020-12-05,2020,12,5,16.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12.0,-58.49332664,-34.54836855,MOTO,AUTO,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,5,Sábado
2020-0066,1,2020-12-07,2020,12,7,4.0,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10.0,-58.50178784,-34.63593897,MOTO,OBJETO FIJO,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,0,Lunes
2020-0067,1,2020-12-11,2020,12,11,22.0,AVENIDA,SAENZ AV.,SAENZ AV. y BEAZLEY,4.0,-58.41657793,-34.65476216,PEATON,PASAJEROS,"Barracas, La Boca",230945.0,4,Viernes
2020-0068,1,2020-12-12,2020,12,12,20.0,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y AUSTRIA,2.0,-58.39731474,-34.58307887,MOTO,AUTO,Recoleta,158368.0,5,Sábado
2020-0069,1,2020-12-15,2020,12,15,5.0,AVENIDA,INDEPENDENCIA AV.,"INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",1.0,-58.38746381,-34.61790839,MOTO,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2020-0070,1,2020-12-17,2020,12,17,15.0,AVENIDA,CALLAO AV.,"CALLAO AV. y LAS HERAS, GENERAL",2.0,-58.39189441,-34.59176378,PEATON,PASAJEROS,Recoleta,158368.0,3,Jueves
2020-0071,1,2020-12-17,2020,12,17,23.0,AVENIDA,SAN PEDRITO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,7.0,-58.46749188,-34.63551751,PEATON,AUTO,"Flores, Parque Chacabuco",216832.0,3,Jueves
2020-0072,1,2020-12-19,2020,12,19,3.0,AVENIDA,JUJUY AV.,"JUJUY AV. y CALVO, CARLOS",3.0,-58.40280471,-34.62113271,BICICLETA,AUTO,"San Cristóbal, Balvanera",236294.0,5,Sábado
2020-0073,1,2020-12-20,2020,12,20,7.0,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y ESCALADA AV.,8.0,-58.44451316,-34.68475866,MOTO,OBJETO FIJO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,6,Domingo
2020-0074,1,2020-12-20,2020,12,20,21.0,AVENIDA,BOGOTA,BOGOTA y NAZCA AV.,7.0,-58.47110424,-34.62742408,AUTO,AUTO,"Flores, Parque Chacabuco",216832.0,6,Domingo
2020-0075,1,2020-12-23,2020,12,23,14.0,AVENIDA,CORRIENTES AV.,CORRIENTES AV. y 9 DE JULIO AV.,1.0,-58.38220928,-34.60373898,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,2,Miércoles
2020-0076,1,2020-12-24,2020,12,24,12.0,AVENIDA,ALVAREZ JONTE AV.,ALVAREZ JONTE AV. y CHIVILCOY,10.0,-58.49794468,-34.61565025,AUTO,PASAJEROS,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,3,Jueves
2020-0077,2,2020-12-25,2020,12,25,6.0,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y PUNTA ARENAS,15.0,-58.47220945,-34.60111373,MOTO,AUTO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,4,Viernes
2020-0078,1,2020-12-25,2020,12,25,5.0,CALLE,BARCO CENTENERA DEL,BARCO CENTENERA DEL 1118,7.0,-58.43706741,-34.63217813,BICICLETA,PASAJEROS,"Flores, Parque Chacabuco",216832.0,4,Viernes
2020-0079,1,2020-12-27,2020,12,27,4.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12.0,-58.49332664,-34.54836855,MOTO,OBJETO FIJO,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,6,Domingo
2021-0001,1,2021-01-06,2021,1,6,18.0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AU FRONDIZI KM. 3,1.0,-58.37960727,-34.62622851,MOTO,AUTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,2,Miércoles
2021-0002,1,2021-01-07,2021,1,7,10.0,AVENIDA,"CASTRO, EMILIO AV.","CASTRO, EMILIO AV. y MURGUIONDO",9.0,-58.51061062,-34.64972472,MOTO,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,3,Jueves
2021-0003,1,2021-01-10,2021,1,10,7.0,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO KM. 3.7,7.0,-58.43052224,-34.62941648,MOTO,OBJETO FIJO,"Flores, Parque Chacabuco",216832.0,6,Domingo
2021-0004,1,2021-01-11,2021,1,11,9.0,AVENIDA,CASEROS AV.,CASEROS AV. y GUARANI,5.0,-58.41455544,-34.63866836,PEATON,CARGAS,"Almagro, Boedo",193859.0,0,Lunes
2021-0005,1,2021-01-11,2021,1,11,21.0,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. 3800",9.0,-58.46774439,-34.64730145,PEATON,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,0,Lunes
