ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HH,TIPO_DE_CALLE,Calle,Dirección Normalizada,COMUNA,pos x,pos y,VICTIMA,ACUSADO,COMUNA_NOMBRE,COMUNA_POB,DIA_SEMANA_NUM,DIA_SEMANA_STR
2017-0066,1,2017-05-22,2017,5,22,18.0,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,15.0,-58.46002142,-34.60409469,PEATON,PASAJEROS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,0,Lunes
2017-0067,1,2017-05-23,2017,5,23,2.0,AVENIDA,DIRECTORIO AV.,"DIRECTORIO AV. y MORENO, JOSE MARIA AV.",6.0,-58.4338197,-34.62801894,MOTO,CARGAS,Caballito,203784.0,1,Martes
2017-0068,1,2017-05-27,2017,5,27,19.0,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV. 2950",8.0,-58.43580656,-34.66437532,MOTO,OBJETO FIJO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,5,Sábado
2017-0069,1,2017-05-24,2017,5,24,14.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y SCHMIDL, ULRICO",9.0,-58.52173071,-34.65997463,MOTO,,"Liniers, Mataderos, Parque Avellaneda",169538.0,2,Miércoles
2017-0070,1,2017-05-30,2017,5,30,13.0,CALLE,NUEVA YORK,NUEVA YORK 3696,11.0,-58.50791763,-34.59804273,PEATON,AUTO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,1,Martes
2017-0072,1,2017-06-03,2017,6,3,23.0,AVENIDA,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV. y VALLEJOS,12.0,-58.49175088,-34.58226957,AUTO,AUTO,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,5,Sábado
2017-0073,1,2017-06-04,2017,6,4,9.0,AVENIDA,CORRIENTES AV.,CORRIENTES AV. y ECUADOR,3.0,-58.40781467,-34.60425669,MOTO,AUTO,"San Cristóbal, Balvanera",236294.0,6,Domingo
2017-0074,1,2017-06-04,2017,6,4,12.0,CALLE,CASCO,CASCO 133,9.0,-58.52567073,-34.63787791,,,"Liniers, Mataderos, Parque Avellaneda",169538.0,6,Domingo
2017-0075,1,2017-06-12,2017,6,12,22.0,AVENIDA,DE MAYO AV.,DE MAYO AV. y 9 DE JULIO AV.,1.0,-58.381542,-34.60906385,PEATON,MOTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,0,Lunes
2017-0076,1,2017-06-13,2017,6,13,14.0,AVENIDA,"CASTILLO, RAMON S., PRES. AV.","CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2.0,-58.38526125,-34.5780581,PEATON,CARGAS,Recoleta,158368.0,1,Martes
2017-0077,1,2017-06-17,2017,6,17,23.0,CALLE,FRAY JUSTO SANTAMARIA DE ORO,FRAY JUSTO SANTAMARIA DE ORO 1930,14.0,-58.42934104,-34.58451712,MOTO,CARGAS,Palermo,249016.0,5,Sábado
2017-0079,1,2017-06-19,2017,6,19,16.0,CALLE,MEXICO,MEXICO y DEAN FUNES,3.0,-58.40657493,-34.61781124,MOTO,CARGAS,"San Cristóbal, Balvanera",236294.0,0,Lunes
2017-0080,1,2017-06-22,2017,6,22,10.0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",9.0,-58.49525314,-34.64487785,PEATON,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,3,Jueves
2017-0082,1,2017-06-25,2017,6,25,22.0,AVENIDA,ENTRE RIOS AV.,ENTRE RIOS AV. y BRASIL,4.0,-58.39092851,-34.62932696,PEATON,AUTO,"Barracas, La Boca",230945.0,6,Domingo
2017-0083,1,2017-07-04,2017,7,4,0.0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9.0,-58.49603546,-34.64564271,MOTO,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,1,Martes
2017-0084,1,2017-07-05,2017,7,5,12.0,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,2.0,-58.38502878,-34.58703485,PEATON,PASAJEROS,Recoleta,158368.0,2,Miércoles
2017-0085,1,2017-07-07,2017,7,7,14.0,AVENIDA,TACUARI,"TACUARI y GARCIA, MARTIN AV.",4.0,-58.37261143,-34.63150425,PEATON,PASAJEROS,"Barracas, La Boca",230945.0,4,Viernes
2017-0086,1,2017-07-09,2017,7,9,7.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y MURGUIONDO,9.0,-58.51876802,-34.63905965,PEATON,MOTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,6,Domingo
2017-0087,1,2017-07-10,2017,7,10,10.0,CALLE,24 DE NOVIEMBRE,24 DE NOVIEMBRE 390,3.0,-58.41095567,-34.61516101,PEATON,AUTO,"San Cristóbal, Balvanera",236294.0,0,Lunes
2017-0088,1,2017-07-10,2017,7,10,22.0,AVENIDA,PASEO COLON AV.,PASEO COLON AV. y BRASIL AV.,1.0,-58.36797542,-34.62519403,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,0,Lunes
2017-0089,1,2017-07-13,2017,7,13,12.0,CALLE,"LEGUIZAMON, MARTINIANO","LEGUIZAMON, MARTINIANO 901",9.0,-58.51514709,-34.64787051,,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,3,Jueves
2017-0090,1,2017-07-15,2017,7,15,5.0,GRAL PAZ,CHIVILCOY AV.,"CHIVILCOY AV. y PAZ, GRAL. AV.",11.0,-58.51925642,-34.59171721,PEATON,AUTO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,5,Sábado
2017-0091,1,2017-07-15,2017,7,15,13.0,GRAL PAZ,SUPERI,"SUPERI y PAZ, GRAL. AV.",12.0,-58.48671535,-34.54321216,MOTO,,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,5,Sábado
2017-0092,1,2017-07-24,2017,7,24,22.0,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1.0,-58.38268809,-34.62282019,PEATON,AUTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,0,Lunes
2017-0093,1,2017-07-25,2017,7,25,16.0,AUTOPISTA,"LUGONES, LEOPOLDO AV.","LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",13.0,-58.43633522,-34.54966288,PEATON,AUTO,"Núñez, Belgrano, Colegiales",265199.0,1,Martes
2017-0094,1,2017-07-27,2017,7,27,8.0,CALLE,"HUGO, VICTOR","HUGO, VICTOR 2639",10.0,-58.52640838,-34.61765855,BICICLETA,CARGAS,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,3,Jueves
2017-0095,1,2017-08-06,2017,8,6,8.0,AVENIDA,CORDOBA AV.,"CORDOBA AV. y SALGUERO, JERONIMO",14.0,-58.41894306,-34.59778875,MOTO,AUTO,Palermo,249016.0,6,Domingo
2017-0096,1,2017-08-07,2017,8,7,19.0,AVENIDA,CABILDO AV.,CABILDO AV. y NUÃ‘EZ,13.0,-58.46756026,-34.54972741,PEATON,PASAJEROS,"Núñez, Belgrano, Colegiales",265199.0,0,Lunes
2017-0098,1,2017-08-08,2017,8,8,12.0,CALLE,"BONIFACIO, JOSE","BONIFACIO, JOSE 2114",7.0,-58.45715752,-34.63132912,PEATON,AUTO,"Flores, Parque Chacabuco",216832.0,1,Martes
2017-0099,1,2017-08-17,2017,8,17,19.0,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. 5400",14.0,-58.42406784,-34.56213916,BICICLETA,AUTO,Palermo,249016.0,3,Jueves
2017-0100,1,2017-08-21,2017,8,21,7.0,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,3.0,-58.3967447,-34.61512051,MOTO,OBJETO FIJO,"San Cristóbal, Balvanera",236294.0,0,Lunes
2017-0101,1,2017-08-23,2017,8,23,10.0,AVENIDA,"LACROZE, FEDERICO AV.","LACROZE, FEDERICO AV. y ZAPATA",13.0,-58.44537508,-34.57084818,PEATON,MULTIPLE,"Núñez, Belgrano, Colegiales",265199.0,2,Miércoles
2017-0102,1,2017-08-24,2017,8,24,1.0,AVENIDA,"IRIARTE, GRAL. AV.","IRIARTE, GRAL. AV. y ZAVALETA",4.0,-58.40056767,-34.6510708,PEATON,CARGAS,"Barracas, La Boca",230945.0,3,Jueves
2017-0104,1,2017-08-25,2017,8,25,9.0,AVENIDA,9 DE JULIO AV.,9 DE JULIO AV. y ESTADOS UNIDOS,1.0,-58.38109568,-34.61853244,PEATON,CARGAS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,4,Viernes
2017-0106,1,2017-08-31,2017,8,31,19.0,CALLE,FRAY JUSTO SANTAMARIA DE ORO,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,14.0,-58.42533612,-34.58035258,PEATON,PASAJEROS,Palermo,249016.0,3,Jueves
2017-0107,1,2017-09-01,2017,9,1,11.0,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y JARAMILLO,13.0,-58.46062311,-34.54395182,MOTO,CARGAS,"Núñez, Belgrano, Colegiales",265199.0,4,Viernes
2017-0108,2,2017-09-02,2017,9,2,4.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y MACHAIN",12.0,-58.49491054,-34.54795581,OBJETO FIJO,AUTO,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,5,Sábado
2017-0109,1,2017-09-04,2017,9,4,21.0,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. y PORTELA,7.0,-58.47130269,-34.63665402,MOTO,AUTO,"Flores, Parque Chacabuco",216832.0,0,Lunes
2017-0110,1,2017-09-06,2017,9,6,14.0,AVENIDA,LAVALLE,"LAVALLE y ALEM, LEANDRO N. AV.",1.0,-58.370488,-34.60189492,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,2,Miércoles
2017-0111,1,2017-09-07,2017,9,7,18.0,CALLE,USPALLATA,USPALLATA y PIROVANO,4.0,-58.42023854,-34.6423411,PEATON,CARGAS,"Barracas, La Boca",230945.0,3,Jueves
2017-0112,2,2017-09-10,2017,9,10,9.0,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y VARELA AV.,7.0,-58.45807401,-34.6399743,AUTO,OBJETO FIJO,"Flores, Parque Chacabuco",216832.0,6,Domingo
2017-0113,1,2017-09-11,2017,9,11,6.0,AVENIDA,SANTA FE AV.,SANTA FE AV. y MAIPU,1.0,-58.37697717,-34.59573848,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,0,Lunes
2017-0114,1,2017-09-15,2017,9,15,2.0,AVENIDA,ALVEAR AV.,ALVEAR AV. y DEL LIBERTADOR AV.,2.0,-58.3910058,-34.5849866,AUTO,OBJETO FIJO,Recoleta,158368.0,4,Viernes
2017-0115,1,2017-09-19,2017,9,19,18.0,AVENIDA,PAVON AV.,PAVON AV. y TREINTA Y TRES ORIENTALES,5.0,-58.42182126,-34.63089661,MOTO,BICICLETA,"Almagro, Boedo",193859.0,1,Martes
2017-0116,1,2017-09-20,2017,9,20,22.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 5750",12.0,-58.51389422,-34.58075791,MOTO,OBJETO FIJO,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,2,Miércoles
2017-0118,1,2017-09-22,2017,9,22,7.0,AVENIDA,VIEYTES,"VIEYTES y CRUZ, OSVALDO AV.",4.0,-58.37585415,-34.65232158,MOTO,AUTO,"Barracas, La Boca",230945.0,4,Viernes
2017-0120,1,2017-10-02,2017,10,2,15.0,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9.0,-58.47297505,-34.66245085,MOTO,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,0,Lunes
2017-0123,1,2017-10-10,2017,10,10,1.0,AVENIDA,ALBARI?O,ALBARIÃ‘O y ARGENTINA AV.,8.0,-58.46855503,-34.67216349,PEATON,AUTO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,1,Martes
2017-0124,1,2017-10-12,2017,10,12,14.0,CALLE,"RAMIREZ DE VELASCO, JUAN","RAMIREZ DE VELASCO, JUAN 1211",15.0,-58.44254033,-34.59185043,MOTO,PASAJEROS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,3,Jueves
2017-0125,1,2017-10-13,2017,10,13,6.0,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",8.0,-58.46622247,-34.67926929,MOTO,OBJETO FIJO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,4,Viernes
2017-0126,2,2017-10-14,2017,10,14,6.0,AVENIDA,RIESTRA AV.,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,8.0,-58.48003734,-34.68148508,AUTO,OBJETO FIJO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,5,Sábado
2017-0127,1,2017-10-16,2017,10,16,7.0,AVENIDA,GALLO,GALLO y CORDOBA AV.,2.0,-58.41192137,-34.59800248,MOTO,MOTO,Recoleta,158368.0,0,Lunes
2017-0128,1,2017-10-17,2017,10,17,12.0,CALLE,"ARANGUREN, JUAN F., DR.","ARANGUREN, JUAN F., DR. 611",6.0,-58.44034689,-34.61349731,PEATON,PASAJEROS,Caballito,203784.0,1,Martes
2017-0129,1,2017-10-26,2017,10,26,19.0,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,9.0,-58.47155277,-34.64925746,MOTO,PASAJEROS,"Liniers, Mataderos, Parque Avellaneda",169538.0,3,Jueves
2017-0130,1,2017-10-27,2017,10,27,5.0,AVENIDA,CHORROARIN,CHORROARIN y SAN MARTIN AV.,15.0,-58.47883099,-34.59967065,AUTO,CARGAS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,4,Viernes
2017-0132,1,2017-10-30,2017,10,30,14.0,AVENIDA,COSQUIN,"COSQUIN y ROCA, CNEL. AV.",8.0,-58.46552171,-34.6937413,MOTO,PASAJEROS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,0,Lunes
2017-0134,1,2017-11-06,2017,11,6,18.0,AVENIDA,"ROCA, CNEL. AV.","ROCA, CNEL. AV. 3555",8.0,-58.4423972,-34.66777987,PEATON,PASAJEROS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,0,Lunes
2017-0135,1,2017-11-07,2017,11,7,12.0,AVENIDA,WARNES AV.,WARNES AV. y PUNTA ARENAS,15.0,-58.47032551,-34.59626814,MOTO,CARGAS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,1,Martes
2017-0136,1,2017-11-16,2017,11,16,8.0,AVENIDA,BARCO CENTENERA DEL,"BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",4.0,-58.41827843,-34.65522746,PEATON,PASAJEROS,"Barracas, La Boca",230945.0,3,Jueves
2017-0137,1,2017-11-17,2017,11,17,11.0,AVENIDA,MOSCONI GENERAL AV.,MOSCONI GENERAL AV. y SAN NICOLAS,11.0,-58.51280715,-34.59279388,PEATON,CARGAS,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,4,Viernes
2017-0138,1,2017-11-19,2017,11,19,10.0,AVENIDA,LAFUENTE AV.,"LAFUENTE AV. y PERON, EVA AV.",7.0,-58.46258582,-34.64385704,MOTO,OBJETO FIJO,"Flores, Parque Chacabuco",216832.0,6,Domingo
2017-0139,1,2017-11-19,2017,11,19,22.0,AVENIDA,"ROCA, CNEL. AV.","ROCA, CNEL. AV. y ESCALADA AV.",8.0,-58.45064148,-34.68003614,AUTO,OBJETO FIJO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,6,Domingo
2017-0140,1,2017-11-19,2017,11,19,23.0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4.0,,,MOTO,PASAJEROS,"Barracas, La Boca",230945.0,6,Domingo
2017-0141,1,2017-11-23,2017,11,23,19.0,AVENIDA,LA PLATA AV.,"LA PLATA AV. y GOYENA, PEDRO AV.",6.0,-58.42717783,-34.62513374,PEATON,PASAJEROS,Caballito,203784.0,3,Jueves
2017-0143,1,2017-11-25,2017,11,25,21.0,CALLE,"TRELLES, MANUEL R.","TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",11.0,-58.46442001,-34.60724519,AUTO,PASAJEROS,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,5,Sábado
2017-0144,1,2017-11-26,2017,11,26,6.0,GRAL PAZ,"ROCA, CNEL. AV.","ROCA, CNEL. AV. y PAZ, GRAL. AV.",8.0,-58.47064556,-34.69843756,AUTO,OBJETO FIJO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,6,Domingo
2017-0145,1,2017-11-26,2017,11,26,17.0,CALLE,MAZA,MAZA y DON BOSCO,5.0,-58.41677733,-34.61223119,MOTO,AUTO,"Almagro, Boedo",193859.0,6,Domingo
2017-0147,1,2017-11-28,2017,11,28,11.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9.0,-58.5025179,-34.67450313,MOTO,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,1,Martes
2017-0148,1,2017-11-29,2017,11,29,10.0,AVENIDA,SAN JUAN AV.,SAN JUAN AV. y LA RIOJA,3.0,-58.40708125,-34.62438894,PEATON,PASAJEROS,"San Cristóbal, Balvanera",236294.0,2,Miércoles
2017-0149,1,2017-11-30,2017,11,30,12.0,AVENIDA,PASEO COLON AV.,PASEO COLON AV. y MEXICO,1.0,-58.36947198,-34.61477051,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,3,Jueves
2017-0150,1,2017-12-04,2017,12,4,1.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y MIRALLA,9.0,-58.51140889,-34.63934531,PEATON,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,0,Lunes
2017-0151,1,2017-12-04,2017,12,4,2.0,CALLE,VIEYTES,VIEYTES y LUJAN,4.0,-58.37460912,-34.65559133,PEATON,PASAJEROS,"Barracas, La Boca",230945.0,0,Lunes
2017-0152,1,2017-12-06,2017,12,6,17.0,CALLE,CACHI,CACHI y TRAFUL,4.0,-58.41146277,-34.65073916,BICICLETA,PASAJEROS,"Barracas, La Boca",230945.0,2,Miércoles
2017-0153,2,2017-12-11,2017,12,11,2.0,AVENIDA,ROSARIO,ROSARIO y LA PLATA AV.,6.0,-58.42855267,-34.61829385,MOTO,PASAJEROS,Caballito,203784.0,0,Lunes
2017-0154,1,2017-12-11,2017,12,11,9.0,AVENIDA,ENTRE RIOS AV.,ENTRE RIOS AV. y CASEROS AV.,4.0,-58.39035581,-34.63412287,PEATON,PASAJEROS,"Barracas, La Boca",230945.0,0,Lunes
2017-0155,1,2017-12-12,2017,12,12,21.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 6350,7.0,-58.45593915,-34.62656868,,MOTO,"Flores, Parque Chacabuco",216832.0,1,Martes
2017-0157,1,2017-12-17,2017,12,17,9.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y HUMAITA",9.0,-58.52866211,-34.64597065,AUTO,PASAJEROS,"Liniers, Mataderos, Parque Avellaneda",169538.0,6,Domingo
2017-0158,1,2017-12-18,2017,12,18,21.0,GRAL PAZ,GUALEGUAYCHU,"GUALEGUAYCHU y PAZ, GRAL. AV.",11.0,-58.52037476,-34.59407024,MOTO,AUTO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,0,Lunes
2017-0159,1,2017-12-20,2017,12,20,4.0,AVENIDA,INDEPENDENCIA AV.,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1.0,-58.38896772,-34.61799615,MOTO,AUTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,2,Miércoles
2017-0160,1,2017-12-22,2017,12,22,13.0,AVENIDA,NAZCA AV.,NAZCA AV. 365,7.0,-58.47074114,-34.62771756,PEATON,MOTO,"Flores, Parque Chacabuco",216832.0,4,Viernes
2017-0161,1,2017-12-26,2017,12,26,15.0,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. 5249",9.0,-58.48200819,-34.65969965,PEATON,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,1,Martes
2018-0001,1,2018-01-01,2018,1,1,22.0,AVENIDA,SAN JUAN AV.,SAN JUAN AV. y RINCON,3.0,-58.39536773,-34.62297346,PEATON,MOTO,"San Cristóbal, Balvanera",236294.0,0,Lunes
2018-0002,1,2018-01-03,2018,1,3,16.0,CALLE,PERU,PERU 937,1.0,-58.37456088,-34.61895467,BICICLETA,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,2,Miércoles
2018-0003,1,2018-01-05,2018,1,5,10.0,AVENIDA,"PUEYRREDON, HONORIO, DR. AV.","PUEYRREDON, HONORIO, DR. AV. y GALICIA",15.0,-58.44860217,-34.60395657,PEATON,MULTIPLE,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,4,Viernes
2018-0004,1,2018-01-09,2018,1,9,9.0,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y MANZANARES,13.0,-58.46129513,-34.54332766,MOTO,MULTIPLE,"Núñez, Belgrano, Colegiales",265199.0,1,Martes
2018-0005,1,2018-01-09,2018,1,9,22.0,AVENIDA,PASEO COLON AV.,PASEO COLON AV. 1019,1.0,-58.36907201,-34.61953517,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2018-0006,1,2018-01-10,2018,1,10,21.0,CALLE,VALLE,VALLE y BARCO CENTENERA DEL,6.0,-58.44062219,-34.62499107,BICICLETA,PASAJEROS,Caballito,203784.0,2,Miércoles
2018-0007,1,2018-01-11,2018,1,11,2.0,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO KM. 0.6,9.0,-58.52502765,-34.63601265,AUTO,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,3,Jueves
2018-0008,1,2018-01-12,2018,1,12,17.0,AVENIDA,"HUERGO, ING. AV.","HUERGO, ING. AV. e INDEPENDENCIA AV.",1.0,-58.36659655,-34.61687778,MOTO,CARGAS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,4,Viernes
2018-0009,1,2018-01-14,2018,1,14,2.0,AVENIDA,PILCOMAYO,"PILCOMAYO y BROWN, ALTE. AV.",4.0,-58.36737389,-34.62763661,MOTO,MOTO,"Barracas, La Boca",230945.0,6,Domingo
2018-0010,1,2018-01-18,2018,1,18,5.0,CALLE,CERVANTES,"CERVANTES y BELAUSTEGUI, LUIS, DR.",10.0,-58.49807953,-34.63038658,MOTO,CARGAS,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,3,Jueves
2018-0011,1,2018-01-19,2018,1,19,10.0,AVENIDA,CALLAO AV.,"CALLAO AV. y LOPEZ, VICENTE",2.0,-58.39092703,-34.59088447,PEATON,PASAJEROS,Recoleta,158368.0,4,Viernes
2018-0012,1,2018-01-26,2018,1,26,13.0,CALLE,OLIDEN,"OLIDEN y CHILAVERT, MARTINIANO, CORONEL",8.0,-58.46912006,-34.68049201,MOTO,PASAJEROS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,4,Viernes
2018-0013,1,2018-01-28,2018,1,28,8.0,AVENIDA,CONGRESO AV.,CONGRESO AV. y GALVAN,12.0,-58.48661286,-34.56786129,MOTO,AUTO,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,6,Domingo
2018-0014,1,2018-01-31,2018,1,31,20.0,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. y RIVERA INDARTE AV.",7.0,-58.44074927,-34.65080597,PEATON,MOTO,"Flores, Parque Chacabuco",216832.0,2,Miércoles
2018-0015,2,2018-02-06,2018,2,6,1.0,AVENIDA,AUSTRALIA AV.,AUSTRALIA AV. 2800,4.0,-58.38636298,-34.64684275,MOTO,PASAJEROS,"Barracas, La Boca",230945.0,1,Martes
2018-0016,1,2018-02-15,2018,2,15,10.0,AVENIDA,DEL LIBERTADOR AV.,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1.0,-58.37533517,-34.59276462,MOTO,CARGAS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,3,Jueves
2018-0017,1,2018-02-17,2018,2,17,4.0,AVENIDA,SAN PEDRITO AV.,SAN PEDRITO AV. y RIVADAVIA AV.,7.0,-58.46963952,-34.63070603,PEATON,AUTO,"Flores, Parque Chacabuco",216832.0,5,Sábado
2018-0018,1,2018-02-17,2018,2,17,7.0,CALLE,ISABEL LA CATOLICA,"ISABEL LA CATOLICA y SALVADORES, CNEL.",4.0,-58.37207554,-34.64543658,MOTO,CARGAS,"Barracas, La Boca",230945.0,5,Sábado
2018-0019,1,2018-02-17,2018,2,17,12.0,AVENIDA,LAS HERAS GENERAL AV.,LAS HERAS GENERAL AV. y CALLAO AV.,2.0,-58.39189441,-34.59176378,PEATON,PASAJEROS,Recoleta,158368.0,5,Sábado
2018-0020,1,2018-02-19,2018,2,19,22.0,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",8.0,-58.45012957,-34.66518343,MOTO,CARGAS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,0,Lunes
2018-0021,1,2018-02-22,2018,2,22,10.0,AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y ZAVALETA",4.0,-58.40184094,-34.64546845,PEATON,PASAJEROS,"Barracas, La Boca",230945.0,3,Jueves
2018-0022,1,2018-02-24,2018,2,24,0.0,AVENIDA,"MONTES DE OCA, MANUEL AV.","MONTES DE OCA, MANUEL AV. y OLAVARRIA",4.0,-58.37441153,-34.63966783,MOTO,CARGAS,"Barracas, La Boca",230945.0,5,Sábado
