ID_HECHO,FECHA,AAAA,MM,DD,HH,DIA_SEMANA_NUM,DIA_SEMANA_STR,N_VICTIMAS,ACUSADO,VICTIMA,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO,COMUNA,COMUNA_NOMBRE,COMUNA_POB,TIPO_DE_CALLE,CALLE,DIRE_NOR,POSX,POSY
2017-0125,2017-10-13,2017,10,13,6.0,4,Viernes,1,OBJETO FIJO,MOTO,CONDUCTOR,MASCULINO,29.0,2017-10-13,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",-58.46622247,-34.67926929
2017-0126,2017-10-14,2017,10,14,6.0,5,Sábado,2,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,39.0,,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,RIESTRA AV.,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,-58.48003734,-34.68148508
2017-0126,2017-10-14,2017,10,14,6.0,5,Sábado,2,OBJETO FIJO,AUTO,CONDUCTOR,MASCULINO,36.0,2017-10-14,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,RIESTRA AV.,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,-58.48003734,-34.68148508
2017-0127,2017-10-16,2017,10,16,7.0,0,Lunes,1,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,24.0,2017-10-16,2.0,Recoleta,158368.0,AVENIDA,GALLO,GALLO y CORDOBA AV.,-58.41192137,-34.59800248
2017-0128,2017-10-17,2017,10,17,12.0,1,Martes,1,PASAJEROS,PEATON,PEATON,FEMENINO,60.0,2017-10-17,6.0,Caballito,203784.0,CALLE,"ARANGUREN, JUAN F., DR.","ARANGUREN, JUAN F., DR. 611",-58.44034689,-34.61349731
2017-0129,2017-10-26,2017,10,26,19.0,3,Jueves,1,PASAJEROS,MOTO,CONDUCTOR,MASCULINO,57.0,2017-10-26,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,-58.47155277,-34.64925746
2017-0130,2017-10-27,2017,10,27,5.0,4,Viernes,1,CARGAS,AUTO,CONDUCTOR,MASCULINO,23.0,2017-10-27,15.0,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,AVENIDA,CHORROARIN,CHORROARIN y SAN MARTIN AV.,-58.47883099,-34.59967065
2017-0132,2017-10-30,2017,10,30,14.0,0,Lunes,1,PASAJEROS,MOTO,CONDUCTOR,MASCULINO,23.0,2017-10-30,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,COSQUIN,"COSQUIN y ROCA, CNEL. AV.",-58.46552171,-34.6937413
2017-0134,2017-11-06,2017,11,6,18.0,0,Lunes,1,PASAJEROS,PEATON,PEATON,FEMENINO,47.0,2017-11-06,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,"ROCA, CNEL. AV.","ROCA, CNEL. AV. 3555",-58.4423972,-34.66777987
2017-0135,2017-11-07,2017,11,7,12.0,1,Martes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,24.0,2017-11-07,15.0,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,AVENIDA,WARNES AV.,WARNES AV. y PUNTA ARENAS,-58.47032551,-34.59626814
2017-0136,2017-11-16,2017,11,16,8.0,3,Jueves,1,PASAJEROS,PEATON,PEATON,MASCULINO,55.0,2017-11-16,4.0,"Barracas, La Boca",230945.0,AVENIDA,BARCO CENTENERA DEL,"BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",-58.41827843,-34.65522746
2017-0137,2017-11-17,2017,11,17,11.0,4,Viernes,1,CARGAS,PEATON,PEATON,FEMENINO,60.0,2017-11-17,11.0,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,AVENIDA,MOSCONI GENERAL AV.,MOSCONI GENERAL AV. y SAN NICOLAS,-58.51280715,-34.59279388
2017-0138,2017-11-19,2017,11,19,10.0,6,Domingo,1,OBJETO FIJO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,25.0,2017-11-19,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,LAFUENTE AV.,"LAFUENTE AV. y PERON, EVA AV.",-58.46258582,-34.64385704
2017-0139,2017-11-19,2017,11,19,22.0,6,Domingo,1,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,15.0,2017-11-19,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,"ROCA, CNEL. AV.","ROCA, CNEL. AV. y ESCALADA AV.",-58.45064148,-34.68003614
2017-0140,2017-11-19,2017,11,19,23.0,6,Domingo,1,PASAJEROS,MOTO,CONDUCTOR,MASCULINO,24.0,2017-11-19,4.0,"Barracas, La Boca",230945.0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,
2017-0141,2017-11-23,2017,11,23,19.0,3,Jueves,1,PASAJEROS,PEATON,PEATON,FEMENINO,22.0,2017-11-23,6.0,Caballito,203784.0,AVENIDA,LA PLATA AV.,"LA PLATA AV. y GOYENA, PEDRO AV.",-58.42717783,-34.62513374
2017-0143,2017-11-25,2017,11,25,21.0,5,Sábado,1,PASAJEROS,AUTO,CONDUCTOR,MASCULINO,50.0,2017-11-25,11.0,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,CALLE,"TRELLES, MANUEL R.","TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",-58.46442001,-34.60724519
2017-0144,2017-11-26,2017,11,26,6.0,6,Domingo,1,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,50.0,2017-11-26,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,GRAL PAZ,"ROCA, CNEL. AV.","ROCA, CNEL. AV. y PAZ, GRAL. AV.",-58.47064556,-34.69843756
2017-0145,2017-11-26,2017,11,26,17.0,6,Domingo,1,AUTO,MOTO,CONDUCTOR,MASCULINO,58.0,2017-11-26,5.0,"Almagro, Boedo",193859.0,CALLE,MAZA,MAZA y DON BOSCO,-58.41677733,-34.61223119
2017-0147,2017-11-28,2017,11,28,11.0,1,Martes,1,AUTO,MOTO,CONDUCTOR,MASCULINO,49.0,2017-11-28,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y PERON, EVA AV.",-58.5025179,-34.67450313
2017-0148,2017-11-29,2017,11,29,10.0,2,Miércoles,1,PASAJEROS,PEATON,PEATON,FEMENINO,82.0,2017-11-29,3.0,"San Cristóbal, Balvanera",236294.0,AVENIDA,SAN JUAN AV.,SAN JUAN AV. y LA RIOJA,-58.40708125,-34.62438894
2017-0149,2017-11-30,2017,11,30,12.0,3,Jueves,1,PASAJEROS,PEATON,PEATON,MASCULINO,13.0,2017-11-30,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,PASEO COLON AV.,PASEO COLON AV. y MEXICO,-58.36947198,-34.61477051
2017-0150,2017-12-04,2017,12,4,1.0,0,Lunes,1,AUTO,PEATON,PEATON,MASCULINO,56.0,2017-12-04,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y MIRALLA,-58.51140889,-34.63934531
2017-0151,2017-12-04,2017,12,4,2.0,0,Lunes,1,PASAJEROS,PEATON,PEATON,MASCULINO,,2017-12-04,4.0,"Barracas, La Boca",230945.0,CALLE,VIEYTES,VIEYTES y LUJAN,-58.37460912,-34.65559133
2017-0152,2017-12-06,2017,12,6,17.0,2,Miércoles,1,PASAJEROS,BICICLETA,CICLISTA,MASCULINO,19.0,2017-12-06,4.0,"Barracas, La Boca",230945.0,CALLE,CACHI,CACHI y TRAFUL,-58.41146277,-34.65073916
2017-0153,2017-12-11,2017,12,11,2.0,0,Lunes,2,PASAJEROS,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,,2017-12-12,6.0,Caballito,203784.0,AVENIDA,ROSARIO,ROSARIO y LA PLATA AV.,-58.42855267,-34.61829385
2017-0153,2017-12-11,2017,12,11,2.0,0,Lunes,2,PASAJEROS,MOTO,CONDUCTOR,MASCULINO,30.0,2017-12-12,6.0,Caballito,203784.0,AVENIDA,ROSARIO,ROSARIO y LA PLATA AV.,-58.42855267,-34.61829385
2017-0154,2017-12-11,2017,12,11,9.0,0,Lunes,1,PASAJEROS,PEATON,PEATON,MASCULINO,76.0,2017-12-11,4.0,"Barracas, La Boca",230945.0,AVENIDA,ENTRE RIOS AV.,ENTRE RIOS AV. y CASEROS AV.,-58.39035581,-34.63412287
2017-0155,2017-12-12,2017,12,12,21.0,1,Martes,1,MOTO,,,MASCULINO,77.0,,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 6350,-58.45593915,-34.62656868
2017-0157,2017-12-17,2017,12,17,9.0,6,Domingo,1,PASAJEROS,AUTO,CONDUCTOR,MASCULINO,53.0,2017-12-17,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y HUMAITA",-58.52866211,-34.64597065
2017-0158,2017-12-18,2017,12,18,21.0,0,Lunes,1,AUTO,MOTO,CONDUCTOR,MASCULINO,32.0,2017-12-18,11.0,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,GRAL PAZ,GUALEGUAYCHU,"GUALEGUAYCHU y PAZ, GRAL. AV.",-58.52037476,-34.59407024
2017-0159,2017-12-20,2017,12,20,4.0,2,Miércoles,1,AUTO,MOTO,CONDUCTOR,MASCULINO,27.0,2017-12-20,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,INDEPENDENCIA AV.,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",-58.38896772,-34.61799615
2017-0160,2017-12-22,2017,12,22,13.0,4,Viernes,1,MOTO,PEATON,PEATON,FEMENINO,30.0,2017-12-22,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,NAZCA AV.,NAZCA AV. 365,-58.47074114,-34.62771756
2017-0161,2017-12-26,2017,12,26,15.0,1,Martes,1,AUTO,PEATON,PEATON,FEMENINO,30.0,2017-12-26,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. 5249",-58.48200819,-34.65969965
2018-0001,2018-01-01,2018,1,1,22.0,0,Lunes,1,MOTO,PEATON,PEATON,MASCULINO,83.0,2018-01-02,3.0,"San Cristóbal, Balvanera",236294.0,AVENIDA,SAN JUAN AV.,SAN JUAN AV. y RINCON,-58.39536773,-34.62297346
2018-0002,2018-01-03,2018,1,3,16.0,2,Miércoles,1,PASAJEROS,BICICLETA,CICLISTA,FEMENINO,26.0,2018-01-03,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,CALLE,PERU,PERU 937,-58.37456088,-34.61895467
2018-0003,2018-01-05,2018,1,5,10.0,4,Viernes,1,MULTIPLE,PEATON,PEATON,FEMENINO,58.0,2018-01-05,15.0,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,AVENIDA,"PUEYRREDON, HONORIO, DR. AV.","PUEYRREDON, HONORIO, DR. AV. y GALICIA",-58.44860217,-34.60395657
2018-0004,2018-01-09,2018,1,9,9.0,1,Martes,1,MULTIPLE,MOTO,CONDUCTOR,MASCULINO,39.0,2018-01-09,13.0,"Núñez, Belgrano, Colegiales",265199.0,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y MANZANARES,-58.46129513,-34.54332766
2018-0005,2018-01-09,2018,1,9,22.0,1,Martes,1,PASAJEROS,PEATON,PEATON,MASCULINO,54.0,2018-01-09,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,PASEO COLON AV.,PASEO COLON AV. 1019,-58.36907201,-34.61953517
2018-0006,2018-01-10,2018,1,10,21.0,2,Miércoles,1,PASAJEROS,BICICLETA,CICLISTA,FEMENINO,45.0,2018-01-10,6.0,Caballito,203784.0,CALLE,VALLE,VALLE y BARCO CENTENERA DEL,-58.44062219,-34.62499107
2018-0007,2018-01-11,2018,1,11,2.0,3,Jueves,1,AUTO,AUTO,CONDUCTOR,MASCULINO,46.0,2018-01-11,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO KM. 0.6,-58.52502765,-34.63601265
2018-0008,2018-01-12,2018,1,12,17.0,4,Viernes,1,CARGAS,MOTO,CONDUCTOR,FEMENINO,32.0,2018-01-12,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,"HUERGO, ING. AV.","HUERGO, ING. AV. e INDEPENDENCIA AV.",-58.36659655,-34.61687778
2018-0009,2018-01-14,2018,1,14,2.0,6,Domingo,1,MOTO,MOTO,CONDUCTOR,MASCULINO,19.0,2018-01-14,4.0,"Barracas, La Boca",230945.0,AVENIDA,PILCOMAYO,"PILCOMAYO y BROWN, ALTE. AV.",-58.36737389,-34.62763661
2018-0010,2018-01-18,2018,1,18,5.0,3,Jueves,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,40.0,2018-01-18,10.0,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,CALLE,CERVANTES,"CERVANTES y BELAUSTEGUI, LUIS, DR.",-58.49807953,-34.63038658
2018-0011,2018-01-19,2018,1,19,10.0,4,Viernes,1,PASAJEROS,PEATON,PEATON,MASCULINO,84.0,2018-01-19,2.0,Recoleta,158368.0,AVENIDA,CALLAO AV.,"CALLAO AV. y LOPEZ, VICENTE",-58.39092703,-34.59088447
2018-0012,2018-01-26,2018,1,26,13.0,4,Viernes,1,PASAJEROS,MOTO,CONDUCTOR,MASCULINO,20.0,2018-01-26,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,CALLE,OLIDEN,"OLIDEN y CHILAVERT, MARTINIANO, CORONEL",-58.46912006,-34.68049201
2018-0013,2018-01-28,2018,1,28,8.0,6,Domingo,1,AUTO,MOTO,CONDUCTOR,MASCULINO,44.0,2018-01-28,12.0,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,AVENIDA,CONGRESO AV.,CONGRESO AV. y GALVAN,-58.48661286,-34.56786129
2018-0014,2018-01-31,2018,1,31,20.0,2,Miércoles,1,MOTO,PEATON,PEATON,MASCULINO,,2018-02-04,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. y RIVERA INDARTE AV.",-58.44074927,-34.65080597
2018-0015,2018-02-06,2018,2,6,1.0,1,Martes,2,PASAJEROS,MOTO,CONDUCTOR,MASCULINO,28.0,2018-02-06,4.0,"Barracas, La Boca",230945.0,AVENIDA,AUSTRALIA AV.,AUSTRALIA AV. 2800,-58.38636298,-34.64684275
2018-0015,2018-02-06,2018,2,6,1.0,1,Martes,2,PASAJEROS,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,19.0,2018-02-06,4.0,"Barracas, La Boca",230945.0,AVENIDA,AUSTRALIA AV.,AUSTRALIA AV. 2800,-58.38636298,-34.64684275
2018-0016,2018-02-15,2018,2,15,10.0,3,Jueves,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,31.0,2018-02-15,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,DEL LIBERTADOR AV.,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.37533517,-34.59276462
2018-0017,2018-02-17,2018,2,17,4.0,5,Sábado,1,AUTO,PEATON,PEATON,MASCULINO,35.0,2018-02-20,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,SAN PEDRITO AV.,SAN PEDRITO AV. y RIVADAVIA AV.,-58.46963952,-34.63070603
2018-0018,2018-02-17,2018,2,17,7.0,5,Sábado,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,26.0,2018-02-17,4.0,"Barracas, La Boca",230945.0,CALLE,ISABEL LA CATOLICA,"ISABEL LA CATOLICA y SALVADORES, CNEL.",-58.37207554,-34.64543658
2018-0019,2018-02-17,2018,2,17,12.0,5,Sábado,1,PASAJEROS,PEATON,PEATON,FEMENINO,80.0,2018-02-17,2.0,Recoleta,158368.0,AVENIDA,LAS HERAS GENERAL AV.,LAS HERAS GENERAL AV. y CALLAO AV.,-58.39189441,-34.59176378
2018-0020,2018-02-19,2018,2,19,22.0,0,Lunes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,26.0,2018-02-19,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",-58.45012957,-34.66518343
2018-0021,2018-02-22,2018,2,22,10.0,3,Jueves,1,PASAJEROS,PEATON,PEATON,FEMENINO,62.0,2018-02-22,4.0,"Barracas, La Boca",230945.0,AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y ZAVALETA",-58.40184094,-34.64546845
2018-0022,2018-02-24,2018,2,24,0.0,5,Sábado,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,28.0,2018-02-24,4.0,"Barracas, La Boca",230945.0,AVENIDA,"MONTES DE OCA, MANUEL AV.","MONTES DE OCA, MANUEL AV. y OLAVARRIA",-58.37441153,-34.63966783
2018-0023,2018-02-24,2018,2,24,6.0,5,Sábado,1,AUTO,MOTO,CONDUCTOR,MASCULINO,28.0,2018-02-24,6.0,Caballito,203784.0,CALLE,BARCO CENTENERA DEL,BARCO CENTENERA DEL y ROSARIO,-58.44110156,-34.62082399
2018-0024,2018-02-28,2018,2,28,23.0,2,Miércoles,1,CARGAS,PEATON,PEATON,MASCULINO,70.0,2018-02-28,15.0,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,AVENIDA,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV. y DONADO,-58.47087351,-34.57827342
2018-0025,2018-03-04,2018,3,4,22.0,6,Domingo,1,AUTO,PEATON,PEATON,MASCULINO,70.0,2018-03-05,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,AVELLANEDA AV.,AVELLANEDA AV. y BOYACA AV.,-58.4596221,-34.6224514
2018-0026,2018-03-09,2018,3,9,4.0,4,Viernes,2,CARGAS,MOVIL,CONDUCTOR,MASCULINO,24.0,2018-03-09,4.0,"Barracas, La Boca",230945.0,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",-58.41657793,-34.65476216
2018-0026,2018-03-09,2018,3,9,4.0,4,Viernes,2,CARGAS,MOVIL,PASAJERO_ACOMPAÑANTE,MASCULINO,30.0,2018-03-09,4.0,"Barracas, La Boca",230945.0,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",-58.41657793,-34.65476216
2018-0027,2018-03-11,2018,3,11,23.0,6,Domingo,1,MOTO,PEATON,PEATON,FEMENINO,74.0,2018-03-11,5.0,"Almagro, Boedo",193859.0,CALLE,CASTRO,CASTRO y RONDEAU,-58.41911301,-34.63722107
2018-0028,2018-03-13,2018,3,13,15.0,1,Martes,1,CARGAS,PEATON,PEATON,MASCULINO,71.0,2018-03-13,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AVENIDA,"BILBAO, FRANCISCO AV.","BILBAO, FRANCISCO AV. y AZUL",-58.47120586,-34.64251042
2018-0029,2018-03-15,2018,3,15,18.0,3,Jueves,1,AUTO,MOTO,CONDUCTOR,MASCULINO,26.0,2018-03-15,11.0,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,AVENIDA,NAZCA AV.,NAZCA AV. y GAONA AV.,-58.47418944,-34.62049672
2018-0030,2018-03-20,2018,3,20,1.0,1,Martes,1,MOTO,MOTO,CONDUCTOR,MASCULINO,24.0,2018-03-20,15.0,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,AVENIDA,PLAZA,PLAZA y ALVAREZ THOMAS AV.,-58.46720441,-34.57905579
2018-0031,2018-03-28,2018,3,28,10.0,2,Miércoles,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,31.0,2018-03-28,11.0,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,AVENIDA,GAONA AV.,"GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",-58.46909362,-34.6177971
2018-0032,2018-04-02,2018,4,2,13.0,0,Lunes,1,PASAJEROS,PEATON,PEATON,MASCULINO,70.0,2018-04-02,13.0,"Núñez, Belgrano, Colegiales",265199.0,AVENIDA,CABILDO AV.,CABILDO AV. y AGUILAR,-58.44704343,-34.5688864
2018-0033,2018-04-07,2018,4,7,7.0,5,Sábado,1,CARGAS,MOTO,CONDUCTOR,FEMENINO,42.0,2018-04-10,10.0,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,AVENIDA,CAMARONES,CAMARONES y LOPE DE VEGA AV.,-58.50535541,-34.62902048
2018-0034,2018-04-11,2018,4,11,18.0,2,Miércoles,1,PASAJEROS,PEATON,PEATON,MASCULINO,24.0,2018-04-11,2.0,Recoleta,158368.0,AVENIDA,SANTA FE AV.,SANTA FE AV. 2320,-58.40021675,-34.59522198
2018-0035,2018-04-12,2018,4,12,16.0,3,Jueves,1,PASAJEROS,PEATON,PEATON,FEMENINO,39.0,2018-04-12,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 6950,-58.46325991,-34.62919627
2018-0036,2018-04-13,2018,4,13,23.0,4,Viernes,1,AUTO,MOTO,CONDUCTOR,MASCULINO,37.0,2018-04-15,15.0,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y ARGERICH,-58.49471482,-34.59694755
2018-0037,2018-04-18,2018,4,18,18.0,2,Miércoles,1,CARGAS,PEATON,PEATON,MASCULINO,84.0,2018-04-19,2.0,Recoleta,158368.0,AVENIDA,CORDOBA AV.,"CORDOBA AV. y URIBURU JOSE E., PRES.",-58.3987261,-34.59975962
2018-0038,2018-04-20,2018,4,20,17.0,4,Viernes,2,AUTO,PEATON,PEATON,FEMENINO,59.0,2018-04-20,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 1571,-58.38872177,-34.60885045
2018-0038,2018-04-20,2018,4,20,17.0,4,Viernes,2,AUTO,PEATON,PEATON,MASCULINO,61.0,2018-04-20,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 1571,-58.38872177,-34.60885045
2018-0039,2018-04-21,2018,4,21,22.0,5,Sábado,1,AUTO,PEATON,PEATON,MASCULINO,37.0,2018-04-21,14.0,Palermo,249016.0,AUTOPISTA,"LUGONES, LEOPOLDO AV.",,,
2018-0040,2018-04-27,2018,4,27,11.0,4,Viernes,1,CARGAS,PEATON,PEATON,FEMENINO,,2018-04-27,13.0,"Núñez, Belgrano, Colegiales",265199.0,CALLE,"FREIRE, RAMON, CAP. GRAL.","FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY",-58.45686132,-34.57305993
2018-0041,2018-04-27,2018,4,27,13.0,4,Viernes,1,PASAJEROS,PEATON,PEATON,FEMENINO,78.0,2018-04-27,4.0,"Barracas, La Boca",230945.0,AVENIDA,LA PLATA AV.,"LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.42281627,-34.64282424
2018-0042,2018-04-27,2018,4,27,18.0,4,Viernes,1,CARGAS,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,23.0,2018-04-27,4.0,"Barracas, La Boca",230945.0,CALLE,BRANDSEN,BRANDSEN y PERDRIEL,-58.38666024,-34.63953396
2018-0043,2018-04-28,2018,4,28,6.0,5,Sábado,1,AUTO,MOTO,CONDUCTOR,MASCULINO,25.0,2018-04-29,11.0,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,AVENIDA,"VILARDEBO, TEODORO","VILARDEBO, TEODORO y ALVAREZ JONTE AV.",-58.49122843,-34.61207587
2018-0044,2018-04-28,2018,4,28,9.0,5,Sábado,1,AUTO,PEATON,PEATON,FEMENINO,50.0,2018-04-28,3.0,"San Cristóbal, Balvanera",236294.0,AVENIDA,ALBERTI,ALBERTI e INDEPENDENCIA AV.,-58.40098306,-34.61866627
2018-0045,2018-04-30,2018,4,30,7.0,0,Lunes,1,CARGAS,AUTO,CONDUCTOR,MASCULINO,60.0,2018-04-30,13.0,"Núñez, Belgrano, Colegiales",265199.0,AVENIDA,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV. 879,-58.45448963,-34.5791692
2018-0046,2018-05-02,2018,5,2,3.0,2,Miércoles,1,AUTO,PEATON,PEATON,MASCULINO,11.0,2018-05-02,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y RIVADAVIA AV.",-58.52927982,-34.63931752
2018-0047,2018-05-08,2018,5,8,19.0,1,Martes,1,PASAJEROS,PEATON,PEATON,MASCULINO,82.0,2018-05-09,15.0,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,AVENIDA,CORRIENTES AV.,CORRIENTES AV. y DORREGO AV.,-58.44759966,-34.5917024
2018-0048,2018-05-09,2018,5,9,10.0,2,Miércoles,1,PASAJEROS,PEATON,PEATON,MASCULINO,57.0,2018-05-16,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y PEDERNERA,-58.46411215,-34.62925068
2018-0049,2018-05-11,2018,5,11,19.0,4,Viernes,1,AUTO,PEATON,PEATON,FEMENINO,40.0,2018-05-13,13.0,"Núñez, Belgrano, Colegiales",265199.0,CALLE,QUESADA,QUESADA 2300,-58.4621322,-34.55395823
2018-0050,2018-05-14,2018,5,14,18.0,0,Lunes,1,PASAJEROS,PEATON,PEATON,FEMENINO,47.0,2018-05-24,13.0,"Núñez, Belgrano, Colegiales",265199.0,AVENIDA,CABILDO AV.,CABILDO AV. y JURAMENTO AV.,-58.45669422,-34.5620361
2018-0051,2018-05-15,2018,5,15,21.0,1,Martes,1,AUTO,PEATON,PEATON,FEMENINO,57.0,2018-05-15,4.0,"Barracas, La Boca",230945.0,CALLE,CALIFORNIA,"CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",-58.3597716,-34.64341878
